Stkcd,F090101B,F090101C,F090501C,F091101A,F091801B,F091801C,F092101C,F090602C,F091002A,F081002B,F081202B,F081602C,jlr,yylr,yysr,rate1,rate2,rate03,factor_ma,F010101A,F011801A,F011901A,rate,PD,BZC,aa,y
601333,-0.256132077,-0.548309998,-0.527071151,-0.454877572,0.117590402,-0.19169289,0.219207245,-0.519331481,-0.526999397,0.60833,0.48236,0.062465,0.038069013,0.045993701,-0.057232613,0.10840708,0.630738523,0.135105894,-0.170731707,-0.310449302,1.646744733,-0.98817912,-0.093301435,-0.267076788,0.041384446,516,0
002332,-0.494370955,-0.59420488,-0.293102255,-0.414330833,-0.343844583,-0.232914837,0.203019867,-0.284118111,-0.916395081,1.142692,0.682057,0.003932,0.026483933,0.102916046,-0.056731368,-0.300990099,1.331353135,0.289768977,-0.074050225,-0.120477912,-0.042270734,-0.71785945,-0.092382496,-0.149641985,0.047169895,517,0
002223,-0.152423307,-0.048318026,-0.430310846,-0.463237409,0.001068988,-0.101503624,0.263050117,-0.422056511,-0.622256824,0.230928,0.317839,0.250883,0.022906936,0.01089476,-0.05540805,-0.326137841,-0.7289987,0.608231873,-0.08262566,0.258822277,0.344345025,-0.782654288,-0.091788775,-0.030839901,0.042897213,518,0
601898,-0.832303425,-0.897729278,-0.325291489,0.017650027,0.325628306,-0.083504179,-0.610792911,-0.316478559,0.456378496,-2.68911,-2.950278,-0.161228,0.015003041,-0.081974752,-0.057418062,7.262809917,-0.493723849,-0.647933884,-0.189153439,-0.481951857,-0.437575773,1.579722564,-0.091726619,-0.304853473,0.044141797,519,0
600597,-0.351964995,-0.158028104,0.786307792,-0.162631813,-0.103169813,0.115093538,-0.105925744,0.801033289,-0.421584874,-0.149141,-0.041866,-0.049638,0.025995437,0.025673762,-0.056453684,0.059214904,0.679324895,-0.169829429,-0.090079818,-0.415695509,-0.483507172,1.027788407,-0.090718772,-0.069067295,0.039488384,520,0
600594,-0.258387435,0.683119442,0.003675163,-0.295294324,-0.144948216,0.084032698,-0.597719695,0.014237859,0.804043728,-0.60101,-0.628837,0.046069,0.058366659,0.068487945,-0.05581154,0.112860892,0.011933174,-0.523316955,-0.372823383,-0.220482108,0.002628589,-0.597274729,-0.090700344,-0.13837166,0.040149574,521,0
000623,4.941905905,2.604041637,-0.49207226,0.22673301,0.221259493,-0.137780477,-0.317228679,-0.484146432,3.703407198,0.835127,0.798148,0.042258,0.026932437,0.016426218,-0.05622525,-0.673344103,-0.673344103,-0.09822294,-0.055373526,-0.14730262,2.300467546,-0.907945642,-0.09052712,-0.293095258,0.038026839,522,0
601555,1.368443328,0.436914226,-0.588692687,0.535847298,-0.774352734,-0.655541912,-0.255049451,-0.58128078,0.097523251,1.430546,1.6032,1.255188,0.025816264,0.004761595,-0.055300415,0.062830688,0.031736154,-0.317964478,-0.13261851,,-0.580570795,-1.023211261,-0.090444931,-0.117424817,0.043918255,523,0
600751,-0.537823803,-0.684260088,-0.713475936,-0.455165285,-0.174259821,-0.339077994,-0.409926583,-0.706727749,-0.466434174,2.138783,2.391483,0.700068,0.011110585,0.001996138,-0.051902037,0.00522466,0.105747126,-0.139338072,-0.053588517,9.158599833,7.703726231,-1.020292376,-0.09039548,-0.242157382,0.04813335,524,0
000338,0.480099952,-0.101821871,0.926970732,0.296204555,1.359082433,0.453936681,0.508665602,0.942444411,1.231383666,-0.626126,-0.608786,-0.074303,0.022951975,-0.004504131,-0.056146183,0.029850746,2.397515528,-0.661710502,-0.482261641,-0.249826543,-0.463046499,1.424861633,-0.090285714,-0.264533132,0.036555442,525,0
000417,0.264405231,-0.232629997,0.396552682,-0.258689396,0.168033628,-0.16546023,-0.207645112,0.409205082,-0.227948223,-0.254669,-0.237602,-0.020798,0.023056563,-0.001862293,-0.05639494,0.198464912,-0.167429094,0.152585768,-0.033783784,-0.41489969,-0.343466827,-0.702691179,-0.08974359,-0.245210409,0.046409608,526,0
002065,-0.332721914,0.071603992,-0.417559572,-0.45279148,-0.455386682,-0.358705301,-0.024285262,-0.409237413,-0.416935411,0.096593,0.062963,0.088641,0.025558804,0.008063003,-0.052047125,0.148741419,-0.217131474,-0.110693445,-0.127651515,0.516950724,0.609938876,-0.913237156,-0.089641434,-0.29497187,0.0474643,527,0
600312,-0.496364412,-0.062790939,-0.360793043,-0.298245233,-0.369766822,-0.333030443,-0.142274253,-0.352168944,-0.124667338,0.216342,0.255084,0.265917,0.130566423,-0.012403024,-0.046978532,0.060358891,0.207430341,-0.009145953,0.009514271,-0.162757996,-0.245870187,-0.578624763,-0.088133641,-0.226687108,0.030747603,528,0
600029,-0.114076574,-0.160841329,0.279204552,0.11502829,0.32992686,0.59442861,0.781655888,0.291277401,-0.266071509,1.062035,5.479012,0.029119,0.041527809,-0.099822739,-0.05664493,-0.427071179,0.407224959,0.130688448,-0.148453608,-0.786135179,-0.542310718,2.228586885,-0.087791495,-0.056292376,0.048117027,529,0
000738,-0.211064491,-0.520978747,-0.522756376,-0.40179596,0.329688503,-0.081392701,0.376007314,-0.514993756,-0.390529585,0.053923,-0.061651,0.008755,0.029153594,0.016368166,-0.055858495,-0.188804554,1.892955169,0.921407294,0.018018018,0.29435122,0.313924912,-0.687732582,-0.087407904,-0.15123545,0.052290022,530,0
601198,-0.026336188,,,0.267871228,0.145891697,,,,-0.217766737,,,,0.021118001,-0.007741854,-0.056648,0.170703125,,-0.732932021,-0.030956113,,-0.593722231,-1.023211261,-0.084574934,1.699751515,0.061431108,531,0
600300,-0.452033539,-0.583221645,-0.483635581,-0.469551424,-0.15982477,-0.341744926,0.069178845,-0.475664878,-1.018667439,-0.613387,-0.638716,-0.128776,0.006331384,-0.018011666,-0.05746435,0.154589372,-0.088945362,0.178124383,-0.087014726,-0.411568866,-0.405720292,-0.229384837,-0.083044983,-0.326030287,0.044299879,532,0
002603,-0.125613378,0.044958337,-0.251910913,-0.289465936,-0.203929863,-0.294881573,-0.022282733,-0.242707673,0.660728367,0.203979,0.217169,0.090237,0.024458447,0.013742381,-0.05685644,0.235521236,,0.295642581,-0.153267513,0.550902874,1.413382185,-0.833235423,-0.082541568,-0.222728567,0.039761895,533,0
000030,0.225843701,-0.256015648,-0.425808762,-0.388378732,0.06250463,-0.220339875,0.465410118,-0.41753048,-0.46599276,-0.219312,-0.206995,-0.135429,0.121576657,-0.23294756,-0.059659938,0.106290672,1.920588235,3.703513249,-0.091866029,-0.04093537,0.047260449,-0.270977571,-0.082462253,-0.283320369,0.04571481,534,0
600600,0.190065099,0.93865218,1.186643385,0.086862997,1.234453265,0.32205406,0.384456779,1.203498256,1.555823027,-0.201774,-0.187847,-0.048698,-0.088946401,-0.036078476,-0.054554521,0.049636421,-0.049799657,-0.245177977,-0.132577754,-0.35009834,-0.180636483,-0.26340723,-0.081391422,0.020630093,0.029117362,535,0
002736,0.209055701,,,0.434772751,0.275944392,,,,-0.382002801,1.821797,1.844737,1.47355,0.021797374,-0.005862026,-0.057050801,2.240506329,1.928101266,-2.304043551,-0.135465663,,-0.582817325,-1.023211261,-0.081314879,0.148283938,0.046152904,536,0
000969,-0.301079076,-0.575568118,-0.335511159,-0.270927299,0.227160637,-0.134711627,0.081083124,-0.326752587,-0.158981913,-1.585572,-1.534122,-0.09554,-0.187356494,-0.107390185,-0.057115283,-0.06953405,0.648690293,0.451855669,-0.013076923,-0.339251987,-0.22606577,-0.390966377,-0.080336649,-0.146133134,0.048974305,537,0
600640,-0.492221111,-0.530565653,-0.303217824,-0.366796496,-0.322936873,-0.347268481,0.121807589,-0.294287484,-0.038334424,-0.425272,-0.587343,0.419823,-0.226671609,-0.087226203,-0.036202342,0.051862329,0.834775087,0.20689138,-0.083120205,0.943310273,1.21523423,-1.018477039,-0.079659319,-0.26405417,0.050393054,538,0
603328,0.733508324,0.282095415,-0.195925187,-0.215677569,0.446208112,0.055712036,0.533316241,-0.186424161,0.745800556,0.294721,0.171094,0.114206,0.021645708,-0.007062907,-0.057560227,-0.082115086,,0.625659647,0.022911526,1.383270325,1.266316853,-0.996323307,-0.079557247,-0.159835786,0.04118829,539,0
601818,0.654894883,0.004182565,-0.547715824,2.024551748,3.918480714,1.784934524,-0.99872223,-0.540086323,-0.278993144,0.022435,0.021449,0.197542,0.022725829,-0.00333774,-0.056491256,-0.020785219,2.523584906,3.492483333,-0.080434783,,-0.651657383,-1.023211261,-0.078880407,0.272852395,0.032884354,540,0
002106,-0.670980347,-0.800882107,-0.419500014,-0.357700543,0.009337451,-0.253835231,0.060752197,-0.411188177,-0.021152747,-36.533384,114.059008,0.034366,0.031220719,0.04948663,-0.055026614,0.000750188,0.47826087,-0.002247194,0.035302594,1.028396913,1.012450899,-0.683787397,-0.078651685,-1.014461763,0.023133238,541,0
600879,-0.477462367,-0.436220904,-0.30456818,-0.255499051,-0.46866245,-0.349413765,0.011267329,-0.295645023,-0.168472198,0.108167,0.241342,0.144341,0.030429098,0.019974743,-0.048858269,0.00055991,0.370398773,0.217123358,-0.026743576,-0.153781358,-0.247980507,-0.548050957,-0.07853717,-0.280997972,0.03650963,542,0
300104,-0.492594178,-0.573737579,0.118672722,-0.361050251,-0.471228401,-0.449234038,-1.094760867,0.129847086,-0.487420541,0.685735,0.450344,0.908908,0.028926568,-0.026640821,-0.051403274,-0.754591837,-0.761394558,0.02414966,-0.12294387,-0.348436857,-0.570145489,2.285535495,-0.078366446,-0.055447309,0.058728259,543,0
002428,-0.454852265,-0.503951992,-0.645785149,-0.519221849,-0.143152412,-0.261305928,0.022444138,-0.638676915,-0.886459813,-0.496992,-0.638973,-0.276489,0.021145671,-0.011180454,-0.055656509,-0.117850099,-0.082840237,0.478923924,-0.024547049,-0.257128165,0.448083377,-0.920399185,-0.077990747,-0.260064972,0.04552817,544,0
000046,0.439422494,-0.126490727,-0.488632169,0.372737167,-0.205819566,-0.359880066,-0.55576474,-0.532715319,-0.673674549,0.421919,0.388982,0.557203,0.076237805,0.018832323,-0.033125443,0.146118721,0.090836653,0.369419127,-0.123006834,0.021953048,-0.624635681,3.297687912,-0.077570093,-0.078797493,0.044903192,545,0
601939,1.186004298,0.326274023,-0.513634297,2.239495577,2.117315357,0.848250608,0.252935592,-0.505823157,-0.016248406,0.0028,-0.003892,0.052474,0.023120009,-0.002055843,-0.056702184,0.001733102,0.747404844,0.539789389,-0.048576214,,-0.64808079,-1.023211261,-0.071698113,-0.182491711,0.028167045,546,0
002202,-0.362448546,0.148995115,-0.099815583,-0.005424635,-0.651447141,0.234022756,0.363446669,-0.089803352,-0.037931871,0.551319,0.486554,0.698019,0.030448295,-0.009262454,-0.048964689,0.523475208,-0.274203822,0.030035357,0.008278146,-0.320850817,-0.492097633,1.578238292,-0.071517413,-0.064406696,0.041185855,547,0
000776,2.826440689,1.321117146,-0.460929328,1.520941109,4.348989767,2.008817859,-1.17404384,-0.452837851,1.241690313,1.64548,1.697784,1.373412,-0.018649821,-0.128047994,0.112449245,0.272493573,,-0.007712082,-0.094329897,,-0.590932382,-1.023211261,-0.071428571,-0.08797012,0.039092756,548,0
600015,0.340386479,1.647476434,-0.17196434,7.363119497,-2.827122077,1.812563567,-0.08900453,-0.162313512,1.625277117,0.051545,0.043657,0.085579,0.022956744,-0.002342071,-0.05659004,0.096657633,0.1272052,-0.413791076,-0.091202583,,-0.656951304,-1.023211261,-0.070678128,-0.174544197,0.028835345,549,0
002249,-0.472474955,-0.492662525,-0.492661629,-0.504122756,-0.230283673,-0.209084763,0.061368237,-0.484738936,-0.988512401,0.100263,0.018639,0.105533,0.025755939,0.005366388,-0.055592505,-0.438914027,-0.046003017,0.503974268,0.015625,-0.304204987,-0.289963689,-0.546445295,-0.070661896,-0.228438279,0.050116839,550,0
002254,-0.437987013,-0.404530411,-0.422909261,-0.432669524,-0.156822734,-0.123738234,0.173299762,-0.414615557,-0.477509479,-0.349773,-0.380407,-0.099977,0.025955763,-0.008720826,-0.057147652,1.550660793,1.227816237,-1.331167316,0.005678233,0.532824746,1.103619286,-0.904419805,-0.070412999,-0.181559718,0.03651173,551,0
002008,-0.406692747,0.105882607,-0.236300846,-0.371615937,-0.166014831,0.127629529,0.562826754,-0.227014577,-0.441849486,0.041408,-0.074524,0.003908,0.030931782,0.139179347,-0.05530534,0.526458092,1.287102473,-0.132869834,-0.013823065,0.007286505,0.021090735,-0.593357132,-0.067615658,-0.157674071,0.043334191,552,0
002038,0.197569769,1.058135417,-0.484343307,-0.330448736,0.159264976,0.209167229,0.515445762,-0.476376369,0.414144986,-0.176635,-0.158443,-0.069515,0.023293702,-0.000982251,-0.055568456,0.233731343,-0.320900061,-0.543283582,-0.188235294,9.280794394,8.608963543,-0.966682,-0.067503925,-0.17440314,0.03777963,553,0
600570,-0.318771481,-0.029249339,-0.509255501,-0.431301542,-0.181594719,0.277274952,0.396704363,-0.501421071,-0.632341022,0.264128,0.465251,0.565249,0.030373166,0.045153638,-0.049389754,-0.045404728,1.816166282,-0.615412067,-0.196898437,-0.224406631,0.003657231,-0.738683406,-0.067218375,-0.028816266,0.057162868,554,0
600376,0.033301724,0.413683977,0.155893514,1.132550431,-1.090667064,-0.017125266,0.327527956,0.167265854,0.443074408,0.288949,0.356344,0.132725,0.075721427,-1.519515853,-0.027187652,0.049538203,0.3616,0.090972746,-0.111029412,-0.129874068,-0.600897927,2.412802201,-0.06688687,0.032185536,0.047026877,555,0
600177,0.63590805,1.245202338,-0.035702612,0.161773584,0.086377358,0.42382617,1.487176609,-0.025349366,0.697003714,0.361201,0.190711,-0.086512,0.04498131,0.043802104,-0.054837015,0.458230958,0.12960688,-0.506142506,-0.094618569,-0.442869015,-0.511413674,1.636246307,-0.066800267,-0.114615208,0.039059495,556,0
600030,0.135047184,0.771061874,-0.554599324,1.349682454,1.457211527,1.66594192,2.630410251,-0.547006076,1.017874236,0.716507,1.098149,0.944736,0.043793631,0.046606226,-0.055429305,-0.6,-0.315770863,-0.142118863,-0.182366589,,-0.566696333,-1.023211261,-0.065986803,0.043908847,0.037973131,557,0
002508,0.140076047,1.400147984,0.31754562,-0.179307936,-0.217832222,0.478759811,0.676197298,0.329777784,0.635850742,0.458447,0.480817,0.265755,0.024766949,0.002417237,-0.054940178,-0.846941046,-0.811123471,0.001557286,0.030861125,0.063183682,-0.031317753,-1.008638906,-0.065297525,0.234054522,0.032197641,558,0
000525,-0.048188852,-0.422202769,0.079330364,-0.070202199,0.266984332,-0.114001583,-0.145821394,0.090295467,0.52522152,-0.674109,-0.692491,-0.331146,-0.013321214,-0.141897565,-0.056502551,0.029787234,0.04697157,-0.029787234,-0.070978821,-0.546267771,-0.32710012,-0.868295152,-0.063816209,-0.553115297,0.036958205,559,0
002595,-0.231204439,0.049990605,-0.505626037,-0.485230473,-0.00729518,-0.158337924,0.061544401,-0.276099527,0.103699306,0.282603,0.28929,0.272376,0.022548165,-0.003705799,-0.055620144,1.762450419,1.838254738,-1.076245042,-0.006708408,0.711487483,1.554899487,-0.965523274,-0.063218391,0.172230366,0.039088805,560,0
601666,-2.247456527,-1.755949285,-0.253584691,-0.051472717,-0.278354162,-0.397601195,-0.405806381,-0.244390355,-0.436419306,-10.483805,-8.132607,-0.228044,0.051720851,0.254627078,-0.057683926,1.620171674,-0.822069492,6.886266094,-0.197614991,-0.605697893,-0.531686246,1.515584338,-0.063063063,-0.320017768,0.040931257,561,0
600456,-0.620098196,-0.726383053,-0.214454392,0.036008873,-0.428265435,-0.297289794,0.172275151,-0.205051922,0.871639159,-11.19461,-39.062024,-0.136673,-0.750213956,-0.180692368,-0.057024994,1.706403941,-0.07136322,2.114778325,-0.022635815,0.008856314,-0.242681625,0.432810348,-0.061695279,-0.258404606,0.044299046,562,0
000900,0.540340801,-0.065288791,-0.148718214,-0.296476031,1.109539694,0.32416366,0.367378503,-0.138966095,0.305591245,0.378254,0.168698,0.50439,0.022883839,-0.006315699,-0.053352882,0.046134663,0.408820024,0.240675153,-0.064293915,-0.510228508,-0.449015604,1.501514097,-0.059973924,-0.506066127,0.03691348,563,0
002594,-0.422314443,-0.348033943,1.510233001,0.697124363,1.265190498,0.624036254,-0.366636078,1.528809037,1.580102719,3.241551,-18.73143,0.374822,0.035685883,0.277868468,-0.055969752,-0.516304348,,0.082298137,0.057506943,-0.522879968,-0.507687898,0.468250801,-0.059698939,0.180523371,0.045427149,564,0
600688,-0.527922462,-0.779520105,0.085008586,-0.521485545,-0.257838296,-0.226658345,0.240826497,0.096003892,-1.145455071,-5.688737,-4.920654,-0.209227,0.033964019,0.104451946,-0.057353756,0.61882716,-0.351351351,-0.01882716,-0.136828645,-0.422031061,0.293492855,-0.979714905,-0.057660626,-0.164471009,0.046270297,565,0
002277,-0.05317438,-0.112399461,0.246380489,-0.077410873,-0.805505286,-0.765451452,-1.39101424,0.245513825,0.174965957,-0.102412,-0.108553,0.038311,0.031508741,0.022251593,-0.055728848,1.059035277,0.902807775,-1.056870775,-0.087868852,-0.48572752,-0.467212577,0.975369863,-0.057275542,-0.212451155,0.046560775,566,0
600111,-0.427765362,-0.535437949,-0.487524087,-0.360390574,0.116369725,-0.063599849,0.436352217,-0.479574068,-0.426539869,-0.781228,-0.243144,0.121788,0.028629972,0.00315798,-0.053914699,0.097717546,0.476462197,0.083452211,-0.18187067,0.045891332,0.135407391,-0.891745553,-0.056732224,-0.064219183,0.038993602,567,0
600498,-0.334830306,0.038746845,0.268572513,0.004310918,-0.9427737,-0.025694664,0.268556807,0.28054419,0.372842549,0.122407,0.130787,0.258214,0.02649589,0.013081154,-0.054759097,-0.648895125,-0.054394693,0.047351806,0.012098299,-0.243811851,-0.419540193,-0.878486421,-0.056686627,-0.208828358,0.046053923,568,0
600694,1.506072903,3.881776173,9.006650077,1.215737658,0.378534556,1.436619076,1.265481639,9.065099354,4.456775269,-0.533597,-0.43987,-0.042657,0.002153607,-0.840500551,-0.057074306,-0.87565369,-0.608948286,0.262056944,-0.046833773,-0.439380598,-0.425638028,0.034970155,-0.056358382,-0.171067944,0.04329638,569,0
600009,0.108840191,0.684128409,-0.451006808,-0.152347396,-0.012726833,0.43878259,1.049064136,-0.442862554,1.145088005,0.19289,0.185056,0.092945,0.022311415,-0.004136736,-0.056924537,0.032167832,0.591374663,-0.635826369,0.015867541,1.200116867,0.917351464,-0.427979386,-0.055254605,-0.240071392,0.037172711,570,0
002672,-0.119003692,0.251822961,-0.163945321,-0.141247336,-0.154970952,-0.166191758,-1.35478565,-0.154274014,0.672326294,0.363605,0.193681,0.173613,0.021944057,-0.006162522,-0.056725805,0.6678235,0.512146753,-1.112023004,-0.269790557,-0.491083032,-0.326252329,0.153717469,-0.052987013,-0.207471879,0.043068769,571,0
000729,-0.119525608,-0.465464965,-0.327250851,-0.38836553,0.34943964,-0.071121255,0.372174704,-0.318448343,-0.26327883,-0.207411,-0.349586,-0.071498,0.048814319,0.026666312,-0.052568654,1.746051033,1.307411908,-1.739938563,-0.078801332,-0.303430123,0.467759214,-1.016341673,-0.052419355,-0.441088347,0.034487681,572,0
600062,0.00729257,0.397317678,-0.049346054,-0.188170781,-0.130604355,0.183779254,0.202404888,-0.039065378,1.179131353,0.222852,0.197258,0.20029,0.023666428,0.000671044,-0.056305419,-0.287593161,-0.054703688,-0.090311267,-0.080082136,0.604008794,1.166143648,-0.83681092,-0.052078356,0.012258562,0.037965125,573,0
000783,0.849969192,0.122485436,-0.596199091,0.194716016,0.078403229,-0.212071915,0.226340792,-0.588827111,-0.603318869,1.049433,1.014009,1.01662,0.0231797,0.004316339,-0.055642177,-0.450885668,-0.017713366,-0.111916264,-0.087440382,,-0.602063926,-1.023211261,-0.05032022,-0.060621072,0.042399525,574,0
601336,4.655801441,2.430533503,2.184110287,7.624185659,1.985167106,0.7795278,8.229233635,2.206695858,3.403952398,0.342594,0.526045,-0.009129,0.055909099,-0.031741668,-0.056515598,0.186321291,-0.912851944,-1.098598632,-0.031825796,,-0.644081829,-1.023211261,-0.049917589,0.31119956,0.039534144,575,0
002241,-0.208000822,0.544606369,0.038911577,-0.229144129,0.041572542,-0.007621033,-0.072704662,0.049661693,-0.020612704,-0.263553,-0.250182,0.075363,0.024915986,0.003652,-0.053135964,-0.356358382,-0.228901734,0.561933294,-0.008740693,-0.094672532,-0.309092393,0.56873439,-0.048452221,-0.365124766,0.039173466,576,0
601899,0.635350334,-0.007670232,2.36646212,0.701735968,4.133436391,1.896720777,0.546801743,-0.408541246,-1.168167967,-0.490527,-0.438035,0.264515,0.021228374,-0.003422777,-0.056133383,0.713068182,-0.575903614,0.085227273,-0.180555556,-0.580383624,-0.446363492,1.131676442,-0.045045045,-0.031414388,0.037771167,577,0
600201,0.556248892,1.000911075,-0.392543456,-0.329883388,-0.149521242,0.413995144,0.6008902,-0.384088237,0.123620328,0.188106,0.229454,0.172705,0.027908097,0.024458487,-0.055306008,-0.245604544,2.867154812,0.046687968,-0.377158774,0.665638658,0.958049607,-0.90177129,-0.040370615,-0.309505876,0.03978945,578,0
600869,-0.378501718,-0.427311595,0.319230876,-0.168157841,0.003432696,-0.10643651,-0.020162938,0.331472003,-0.663412392,1.263889,1.974246,0.031646,0.156801681,0.474859478,0.067498273,-0.032421479,-0.446376812,0.794725144,-0.453767123,-0.411215702,-0.491965619,-0.109340854,-0.039699571,-0.070215518,0.045814484,579,0
000898,-1.736920422,-1.446334517,-0.072270821,-0.178780554,0.470625269,-0.008099484,0.327388935,-0.062094684,0.05277499,-5.978355,-3.47476,-0.287483,0.155205252,0.089280559,-0.058279066,0.046052632,0.081761006,-0.151118298,-0.177192982,-0.642656953,-0.309636093,-0.791935129,-0.038202247,-0.364616601,0.039689826,580,0
600340,0.569441887,2.580374893,1.105353719,2.999174007,-1.244045349,-1.988916048,-2.794829808,1.121776212,2.246785173,0.311907,0.363232,0.425847,2.230706517,2.305904457,0.009027764,0.194401244,1.420803783,-0.542448782,-0.120505345,-0.292527456,-0.612309905,1.913121055,-0.035428571,-0.184916208,0.037939144,581,0
600260,-0.418832488,-0.67604323,-0.420857006,-0.215057421,-0.351518057,-0.467258838,0.018048018,-0.412552386,-0.597039093,1.411947,1.348257,0.853094,0.09862059,0.058334703,-0.054175919,-0.035506779,0.063587684,3.011410393,0.023537803,-0.242888562,-0.441319864,0.445556331,-0.034868421,-0.271526001,0.051381693,582,0
002493,-0.579676986,-1.153427702,1.642250431,0.486596841,0.165710549,0.950416184,-1.084209118,1.661528664,0.525101719,-1.481104,-1.531476,-0.098618,-0.001321521,-0.098629709,-0.056481117,-0.227096774,,0.233548387,-0.232598608,-0.652623234,-0.480813472,-0.233396235,-0.033911078,-0.150039857,0.052177542,583,0
601958,-0.522808811,-0.71003618,-0.460653338,-0.442644513,-0.126768972,-0.318770337,0.082395327,-0.452560394,-0.478403297,-0.86278,-1.055112,0.120412,0.017719732,-0.011695657,-0.056613966,0.036295369,-0.31763285,-0.32977363,-0.185671039,0.275687251,0.856263997,-0.711949949,-0.030690537,-0.38994617,0.042099589,584,0
600236,-0.281971655,-0.082774895,-0.49210974,-0.25649339,0.145689455,0.379801127,0.856724741,-0.484184112,-0.849619229,3.214251,2.633543,0.80783,0.004017072,-0.144709691,-0.052335327,-0.493315508,-0.053475936,-0.076203209,-0.073566085,-0.521493943,-0.486322203,2.316357598,-0.030428769,-0.129068258,0.046570446,585,0
000998,0.345185473,-0.183640796,-0.543768945,-0.458778098,0.146909229,-0.176445831,0.096577522,-0.53611809,-0.905093843,0.434532,0.824495,0.115896,-0.002106513,-0.112089503,-0.007427488,0.22045221,-0.433263158,-0.113742051,-0.092353952,-0.33101398,-0.316334096,-0.06623074,-0.029811715,-0.198819366,0.041413178,586,0
600196,-0.037317161,0.517230554,-0.254094169,-0.12828648,-0.098951614,-0.061922217,0.011980471,-0.244902542,0.75152126,0.211332,0.377065,0.04849,0.024508867,0.00475076,-0.056089102,-0.026523,0.006811409,-0.252744773,-0.067489395,-0.549939973,-0.230871697,0.311138632,-0.029473684,0.092760702,0.035463328,587,0
601169,0.352984074,1.024356144,-0.403081437,5.024763965,-1.857151297,4.238093445,2.449825502,-0.394688129,0.985255368,0.079062,0.061299,0.186643,0.024804657,0.004163333,-0.056123954,0.13592233,-0.323699422,-0.334402862,-0.092469018,,-0.654906229,-1.023211261,-0.028921023,0.3780493,0.032729512,588,0
600337,-0.417775465,-0.285417396,-0.3402661,-0.399604915,-0.143676978,-0.310665305,0.012429899,-0.331532819,-0.366198167,0.287069,0.256762,0.053449,0.024108812,0.005010186,-0.056068558,0.02695595,0.701525054,0.410026571,0.013157895,-0.135336097,-0.020058011,-0.641984988,-0.028472222,-0.256000412,0.04479311,589,0
600801,-0.496933433,0.320491028,0.214797211,-0.004437093,-0.189706083,0.709931196,0.636648669,0.226482859,0.431065352,-0.848978,-0.887731,-0.170343,0.047102185,-0.170886374,-0.055550744,0.080901857,-0.136196319,-0.211104632,-0.135815991,-0.577772223,-0.392022485,1.178604833,-0.027777778,-0.156824827,0.041644166,590,0
002242,-0.235528622,0.198370535,-0.002439548,-0.403228391,-0.094040013,0.035310943,0.251595797,0.008090623,-0.398994458,0.090172,0.046781,0.187865,0.023676807,0.001766962,-0.056474492,0.396825397,0.331569665,0.518715144,0.088674699,-0.120353497,-0.174598169,-0.984713979,-0.027093596,-0.143914434,0.049899061,591,0
002007,-0.067228442,0.284343024,-0.531292494,-0.373641682,-0.114311202,0.005269922,0.514674252,-0.523575278,0.179837065,0.080537,0.145146,0.183577,0.022191718,-0.001819578,-0.057043964,-0.782045455,-0.214285714,-0.027954545,-0.072356631,7.555214533,10.12878299,-1.023211261,-0.026228673,-0.321150559,0.035990915,592,0
600851,-0.525783923,-0.419511808,-0.64446223,-0.398966252,-0.212065605,-0.330855579,0.432691525,-0.63734696,-0.365752732,-0.380527,-0.725533,-0.05258,0.000530784,-0.068392564,-0.05541003,0.027972028,0.17414966,0.661683144,0.114914425,0.156476899,0.795794631,-0.232728588,-0.023689878,-0.279146123,0.048837546,593,0
600362,-0.45174526,0.157688462,4.194079404,0.424642618,-0.138122535,-0.13163996,0.060801544,4.226930746,2.090483587,-0.759698,-0.738824,-0.065638,0.026432583,0.045629413,-0.05520286,0.082530949,-0.538281021,-0.186685758,-0.14665127,-0.265531186,-0.245348617,-0.864377556,-0.021423635,-0.280811828,0.039911575,594,0
002461,-0.505389611,-0.593498717,-0.247910504,-0.317109081,-0.170102114,0.505627276,0.54122342,-0.238685987,-0.237917444,0.394421,-0.046642,-0.001931,0.028678919,0.045300517,-0.055537488,0.683693517,,-0.264571054,-0.15248227,-0.426243703,-0.251661642,0.6425397,-0.019159912,-0.319253527,0.042699036,595,0
000550,4.311225369,2.221565244,1.821673444,0.297196745,1.843378935,0.705791816,0.598633508,1.841906023,2.154539927,0.054183,-0.027035,-0.039526,0.023043546,-0.000926437,-0.056236404,0.051929825,0.557402597,-0.27038655,-0.075411914,-0.212088254,-0.176668808,-0.888219717,-0.017921147,-0.005971074,0.038660844,596,0
002050,-0.301005593,0.011586993,-0.096213556,-0.272144355,-0.144535606,-0.03693616,0.105877558,-0.086182167,-0.288310561,0.244624,0.174966,0.057849,0.02612636,0.315970744,-0.055946287,0.088957055,0.069483568,-0.360502883,-0.058937198,0.03329575,-0.147101827,-0.180657662,-0.017598344,-0.199265127,0.044753068,597,0
600741,0.778221685,2.116778882,1.917430575,0.350077748,0.292725094,1.000701944,1.370240352,1.938172483,1.558666361,0.118334,0.085598,0.23181,0.021946935,-0.005579529,-0.056130626,0.057053292,0.824675325,-0.065871634,-0.077408257,-0.346827322,-0.39539724,-0.087749932,-0.017088608,-0.246218528,0.038072229,598,0
